direction	region	gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A86_logFC	A86_FDR	A86_sig	A485_logFC	A485_FDR	A485_sig
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0181651	MtrunA17Chr1g0181651			medtr.A17.gnm5.MtrunA17Chr1	-	32679910	32683259	-1.06101357234092	0.999999979788073	NS	-2.70713721797219	0.00248506317719098	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0112591	MtrunA17Chr3g0112591			medtr.A17.gnm5.MtrunA17Chr3	+	34542880	34544179	-2.02186051328919	0.13651059472895	NS	-2.70559882829365	0.0108920957233253	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0250961	MtrunA17Chr7g0250961			medtr.A17.gnm5.MtrunA17Chr7	+	38314859	38319665	0.0875583326890254	0.999999979788073	NS	-2.70238583108749	0.0382121222046446	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0107521	MtrunA17Chr3g0107521			medtr.A17.gnm5.MtrunA17Chr3	-	31126991	31129212	-1.05642232985881	0.999999979788073	NS	-2.69621175498943	0.00353080324228364	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0432271	MtrunA17Chr5g0432271			medtr.A17.gnm5.MtrunA17Chr5	-	33009717	33013922	-0.6300337029658	0.999999979788073	NS	-2.6958528019456	0.0186513328739034	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461391	MtrunA17Chr6g0461391			medtr.A17.gnm5.MtrunA17Chr6	-	10548984	10550251	-0.72048621631101	0.999999979788073	NS	-2.69518080006695	0.0282064018897215	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0159511	MtrunA17Chr1g0159511			medtr.A17.gnm5.MtrunA17Chr1	+	10190771	10194923	-0.428622660041916	0.999999979788073	NS	-2.69138757217567	0.0363308998843852	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0058731	MtrunA17Chr4g0058731			medtr.A17.gnm5.MtrunA17Chr4	+	51662119	51665670	-1.4718293473953	0.292241191664906	NS	-2.68984176815459	0.000324537040804501	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0025831	MtrunA17Chr4g0025831			medtr.A17.gnm5.MtrunA17Chr4	-	26755832	26760674	-1.82191672876946	0.150549958745679	NS	-2.68350753079248	0.00261036711842482	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0412071	MtrunA17Chr5g0412071			medtr.A17.gnm5.MtrunA17Chr5	+	13526263	13532381	-0.493796186179811	0.999999979788073	NS	-2.68147150426721	0.00362542327822551	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0399491	MtrunA17Chr5g0399491	MtATHB2	Homeodomain transcription factor 2	medtr.A17.gnm5.MtrunA17Chr5	+	4062972	4065530	-1.01642032589305	0.999999979788073	NS	-2.67727100353505	0.00115819537274958	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0243851	MtrunA17Chr7g0243851			medtr.A17.gnm5.MtrunA17Chr7	+	32983474	32985401	-1.20393193590731	0.864073204952293	NS	-2.67572590133435	0.00125599560706779	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0011081	MtrunA17Chr4g0011081			medtr.A17.gnm5.MtrunA17Chr4	+	8691147	8692594	-0.729852634296144	0.999999979788073	NS	-2.66731832415693	0.0399599127442972	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0073381	MtrunA17Chr4g0073381			medtr.A17.gnm5.MtrunA17Chr4	-	62331839	62338442	-1.68317242224818	0.271956303244923	NS	-2.66142630260328	0.00552450319720551	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0271221	MtrunA17Chr7g0271221	MtNPF4.11	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	medtr.A17.gnm5.MtrunA17Chr7	+	52674195	52677862	-1.72061758843829	0.290071749475759	NS	-2.66120404126464	0.0106698841894414	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0248681	MtrunA17Chr7g0248681			medtr.A17.gnm5.MtrunA17Chr7	-	36727036	36730755	-1.84285711842407	0.132435620506229	NS	-2.65338898768468	0.0030336677712507	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0067831	MtrunA17Chr4g0067831			medtr.A17.gnm5.MtrunA17Chr4	-	58133987	58135723	-0.985937493637229	0.999999979788073	NS	-2.64495288745021	0.00135186274222134	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0479941	MtrunA17Chr6g0479941			medtr.A17.gnm5.MtrunA17Chr6	+	34676297	34677865	-1.51336799523061	0.604743815821014	NS	-2.63740010485397	0.0283335958211919	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0488451	MtrunA17Chr6g0488451			medtr.A17.gnm5.MtrunA17Chr6	-	42443580	42445791	-1.36792058730018	0.441746690590003	NS	-2.63259073386725	0.000349193110838985	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0033401	MtrunA17Chr4g0033401			medtr.A17.gnm5.MtrunA17Chr4	+	33394821	33397755	-0.961142691646831	0.999999979788073	NS	-2.63075020551446	0.0295998906644041	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0326881	MtrunA17Chr2g0326881			medtr.A17.gnm5.MtrunA17Chr2	-	46621734	46622501	-0.92710511025432	0.999999979788073	NS	-2.62486731148061	0.0302251995501521	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0007841	MtrunA17Chr4g0007841	MtNCR035	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr4	+	6113818	6115709	-1.29145821423357	0.613883235964054	NS	-2.6244710053962	0.000324537040804501	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0104521	MtrunA17Chr3g0104521			medtr.A17.gnm5.MtrunA17Chr3	-	28622809	28627530	-2.44629826310019	0.0548190688499441	NS	-2.62384213052136	0.017502932665615	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0479011	MtrunA17Chr6g0479011			medtr.A17.gnm5.MtrunA17Chr6	-	33602146	33604290	-1.06632359694619	0.999999979788073	NS	-2.61960545875618	0.0221332154322813	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0308241	MtrunA17Chr2g0308241			medtr.A17.gnm5.MtrunA17Chr2	-	31078910	31082260	-1.82754966629906	0.289897991196816	NS	-2.61320561828077	0.024681263239343	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0187481	MtrunA17Chr1g0187481			medtr.A17.gnm5.MtrunA17Chr1	+	37472934	37475429	-1.47963109737565	0.551291642549896	NS	-2.61210188884089	0.0102552581092134	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0127711	MtrunA17Chr3g0127711			medtr.A17.gnm5.MtrunA17Chr3	+	45686965	45688242	-0.909582762322469	0.999999979788073	NS	-2.60703595059671	0.0127377124134227	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0314111	MtrunA17Chr2g0314111			medtr.A17.gnm5.MtrunA17Chr2	-	36696392	36697908	-0.772172158763357	0.999999979788073	NS	-2.60361479272548	0.035104438622517	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0267971	MtrunA17Chr7g0267971			medtr.A17.gnm5.MtrunA17Chr7	-	50540804	50549079	-0.307497102298345	0.999999979788073	NS	-2.60086101399655	0.0348565483916105	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0298291	MtrunA17Chr2g0298291			medtr.A17.gnm5.MtrunA17Chr2	-	16249072	16255874	-1.28224430434581	0.701970001919581	NS	-2.59999083450554	0.00115053211676043	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0371271	MtrunA17Chr8g0371271			medtr.A17.gnm5.MtrunA17Chr8	-	34120541	34121136	-1.19526694174965	0.999999979788073	NS	-2.5989819372277	0.039967741112225	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0374451	MtrunA17Chr8g0374451			medtr.A17.gnm5.MtrunA17Chr8	-	36387634	36388355	-0.920744599621425	0.999999979788073	NS	-2.58410632608294	0.0127585834060992	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0025811	MtrunA17Chr4g0025811			medtr.A17.gnm5.MtrunA17Chr4	-	26715381	26721192	-2.30469804556827	0.0513746172565582	NS	-2.5826437545011	0.0088636225579011	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0298601	MtrunA17Chr2g0298601			medtr.A17.gnm5.MtrunA17Chr2	-	16519618	16529808	-1.74743275154572	0.0551680500081145	NS	-2.58136131073888	0.000252628150727118	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0067451	MtrunA17Chr4g0067451			medtr.A17.gnm5.MtrunA17Chr4	-	57893329	57894663	-2.21885865714441	0.0707614183339765	NS	-2.57858834762268	0.0110543547425205	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0032751	MtrunA17Chr4g0032751			medtr.A17.gnm5.MtrunA17Chr4	+	32806379	32807059	-0.876360751313069	0.999999979788073	NS	-2.57376015776313	0.0372617485820074	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0382191	MtrunA17Chr8g0382191	MtCAMTA7	Calmodulin-binding transcription activator 7	medtr.A17.gnm5.MtrunA17Chr8	-	41938832	41947144	-1.33086271031403	0.676651693159976	NS	-2.57104651099693	0.00251510461929288	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0437591	MtrunA17Chr5g0437591	MtNCR052	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr5	+	37131784	37133412	-1.03329707255426	0.999999979788073	NS	-2.56872035396659	0.00421415034039964	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0154381	MtrunA17Chr1g0154381	MtAOS1|MtCYP74A1	allene oxide synthase 1 (TC101097)|Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr1	-	6589373	6591765	-1.27980799291363	0.999999979788073	NS	-2.56835210599154	0.0415509054805675	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0241061	MtrunA17Chr7g0241061			medtr.A17.gnm5.MtrunA17Chr7	-	30783999	30785607	-0.98234642042104	0.999999979788073	NS	-2.56521147117865	0.0125560129683282	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083591	MtrunA17Chr3g0083591			medtr.A17.gnm5.MtrunA17Chr3	+	5203707	5209647	-1.63231116300571	0.226661211535516	NS	-2.56302203587636	0.0021013398061809	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0028901	MtrunA17Chr4g0028901			medtr.A17.gnm5.MtrunA17Chr4	-	29892561	29893143	-1.69980302846452	0.442251064614762	NS	-2.56294313644575	0.0410149529716959	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0132501	MtrunA17Chr3g0132501			medtr.A17.gnm5.MtrunA17Chr3	+	49147564	49150452	-2.29964243793186	0.174238646575677	NS	-2.5552918934318	0.0489160137345222	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0224011	MtrunA17Chr7g0224011			medtr.A17.gnm5.MtrunA17Chr7	-	9214443	9219855	-0.930851088367619	0.999999979788073	NS	-2.54844477477481	0.00170075262706663	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0222511	MtrunA17Chr7g0222511			medtr.A17.gnm5.MtrunA17Chr7	-	7751489	7752612	-1.71682155647426	0.183159524049739	NS	-2.54694314324537	0.00278568814446529	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0108541	MtrunA17Chr3g0108541			medtr.A17.gnm5.MtrunA17Chr3	-	31847518	31849420	-1.3167830439501	0.831237967250685	NS	-2.54655671343285	0.0210201505601091	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0480381	MtrunA17Chr6g0480381			medtr.A17.gnm5.MtrunA17Chr6	-	35180860	35182642	-2.11939208474291	0.105526470891244	NS	-2.54555375369195	0.0167638860534313	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0032111	MtrunA17Chr4g0032111			medtr.A17.gnm5.MtrunA17Chr4	-	32361242	32362329	-0.503752234052768	0.999999979788073	NS	-2.54548585677279	0.00715843284443871	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0209741	MtrunA17Chr1g0209741			medtr.A17.gnm5.MtrunA17Chr1	+	53618195	53623657	-1.00924710453172	0.999999979788073	NS	-2.54413395941691	0.00386425150601791	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0405241	MtrunA17Chr5g0405241			medtr.A17.gnm5.MtrunA17Chr5	-	8496420	8498834	-1.77720783257459	0.132885436338372	NS	-2.53998820403308	0.00203190838265702	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0129191	MtrunA17Chr3g0129191			medtr.A17.gnm5.MtrunA17Chr3	+	46745294	46746073	-1.12199973793927	0.999999979788073	NS	-2.5397569119998	0.0381435537150241	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0097741	MtrunA17Chr3g0097741			medtr.A17.gnm5.MtrunA17Chr3	-	22415032	22421346	-2.722508099628	0.0657807184907317	NS	-2.53785708151773	0.045601707149962	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0256851	MtrunA17Chr7g0256851			medtr.A17.gnm5.MtrunA17Chr7	+	42558649	42561595	-0.0519735390486321	0.999999979788073	NS	-2.53574865400162	0.015434432336194	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0435131	MtrunA17Chr5g0435131			medtr.A17.gnm5.MtrunA17Chr5	-	35282055	35282742	-1.35825002211574	0.824260698812021	NS	-2.53310214566962	0.0488139406794281	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0312661	MtrunA17Chr2g0312661	MtNCR115	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr2	+	35514517	35515237	-1.05871560753976	0.999999979788073	NS	-2.53150666846736	0.0187392153236986	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0324721	MtrunA17Chr2g0324721	MtENODL10|MtPCY47	ENOD-like 10|Plantacyanin/Chemocyanin	medtr.A17.gnm5.MtrunA17Chr2	-	44821782	44823166	-1.77147038497008	0.262787654466549	NS	-2.52930369895273	0.0142899573284668	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0395871	MtrunA17Chr5g0395871			medtr.A17.gnm5.MtrunA17Chr5	-	1668878	1670928	-0.927599241984243	0.999999979788073	NS	-2.52883432583966	2.50134679895143e-05	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0384731	MtrunA17Chr8g0384731			medtr.A17.gnm5.MtrunA17Chr8	-	43627744	43632050	-0.721347548724172	0.999999979788073	NS	-2.52538842886633	0.000412010720698649	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0205641	MtrunA17Chr1g0205641			medtr.A17.gnm5.MtrunA17Chr1	+	50828633	50829699	-1.49719147345342	0.327661217553562	NS	-2.52466262421294	0.00226305988801997	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0478461	MtrunA17Chr6g0478461			medtr.A17.gnm5.MtrunA17Chr6	-	33079611	33080759	-1.88510328473205	0.269377197888429	NS	-2.52091751910867	0.0304625182659556	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0009921	MtrunA17Chr4g0009921			medtr.A17.gnm5.MtrunA17Chr4	+	7765650	7769425	-1.16035340489696	0.858826769728523	NS	-2.52059830511468	0.000144810403798794	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0046001	MtrunA17Chr4g0046001			medtr.A17.gnm5.MtrunA17Chr4	-	42507500	42509419	0.312524174308421	0.999999979788073	NS	-2.51945392513827	0.0363456932617419	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0239271	MtrunA17Chr7g0239271			medtr.A17.gnm5.MtrunA17Chr7	+	29348648	29352620	-1.57761910430782	0.558550720448706	NS	-2.5191300678506	0.0457564575024802	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0202231	MtrunA17Chr1g0202231			medtr.A17.gnm5.MtrunA17Chr1	+	48461520	48463859	-2.04809966855187	0.248532381039509	NS	-2.51669196559615	0.0442352528195686	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0100431	MtrunA17Chr3g0100431			medtr.A17.gnm5.MtrunA17Chr3	-	25039904	25040998	-2.28782790936737	0.138331128532739	NS	-2.51454552629525	0.0430779026607442	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0224141	MtrunA17Chr7g0224141			medtr.A17.gnm5.MtrunA17Chr7	-	9362989	9365497	-0.292197063779927	0.999999979788073	NS	-2.51297300165051	0.0226385227385794	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0284361	MtrunA17Chr2g0284361	MtCEP17	C-terminally encoded peptide	medtr.A17.gnm5.MtrunA17Chr2	+	5234662	5235722	-2.41461955724098	0.123915212817096	NS	-2.50888131878746	0.0452735740758161	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0191441	MtrunA17Chr1g0191441			medtr.A17.gnm5.MtrunA17Chr1	-	40482856	40489164	-0.640890237134945	0.999999979788073	NS	-2.50752122808001	0.00266037628328682	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0240771	MtrunA17Chr7g0240771			medtr.A17.gnm5.MtrunA17Chr7	+	30474924	30477662	-1.80547014991523	0.131223515950779	NS	-2.50748731282178	0.00353264227228468	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0119361	MtrunA17Chr3g0119361			medtr.A17.gnm5.MtrunA17Chr3	-	39731025	39732219	-1.06430205389894	0.999999979788073	NS	-2.50664447158819	0.0191000237263733	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0067031	MtrunA17Chr4g0067031	MtCUL1	cullin 1	medtr.A17.gnm5.MtrunA17Chr4	-	57623246	57626913	-0.66485916109466	0.999999979788073	NS	-2.50526608122356	0.042618774192228	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0309421	MtrunA17Chr2g0309421			medtr.A17.gnm5.MtrunA17Chr2	-	32162625	32165400	-0.372049140485498	0.999999979788073	NS	-2.50496779335128	0.0382177882764702	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0275611	MtrunA17Chr7g0275611	MtSDG64	Histone methyltransferase SDG subfamily	medtr.A17.gnm5.MtrunA17Chr7	-	55520119	55528211	-0.860089817200254	0.999999979788073	NS	-2.50270864614425	0.0227984676335399	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0005081	MtrunA17Chr4g0005081			medtr.A17.gnm5.MtrunA17Chr4	-	3984615	3985616	-0.733266766170751	0.999999979788073	NS	-2.50222693198113	0.0257333836912223	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0088031	MtrunA17Chr3g0088031			medtr.A17.gnm5.MtrunA17Chr3	+	9526207	9528158	-1.64961632442257	0.389085471730405	NS	-2.49953940038754	0.0133921032607466	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0332581	MtrunA17Chr2g0332581			medtr.A17.gnm5.MtrunA17Chr2	+	50690658	50694664	-1.50314529593508	0.613248268670151	NS	-2.49871947178898	0.0288259448430197	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0126741	MtrunA17Chr3g0126741			medtr.A17.gnm5.MtrunA17Chr3	+	45015626	45019647	-1.06096892929404	0.999999979788073	NS	-2.49763693302512	0.0291933852927598	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0479641	MtrunA17Chr6g0479641			medtr.A17.gnm5.MtrunA17Chr6	+	34298377	34304424	-1.04758549555577	0.999999979788073	NS	-2.49752866918982	0.0328456449090847	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0054581	MtrunA17Chr4g0054581			medtr.A17.gnm5.MtrunA17Chr4	-	48391668	48395053	0.853298079546657	0.999999979788073	NS	-2.49729298972528	0.0151987101886723	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0438451	MtrunA17Chr5g0438451			medtr.A17.gnm5.MtrunA17Chr5	-	37629495	37630911	-1.4915129760836	0.536243384991317	NS	-2.49481882305244	0.0151987101886723	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0478741	MtrunA17Chr6g0478741			medtr.A17.gnm5.MtrunA17Chr6	+	33366219	33374863	-1.21262636399224	0.69916931984726	NS	-2.49065555607582	0.000171102593550154	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0401591	MtrunA17Chr5g0401591			medtr.A17.gnm5.MtrunA17Chr5	+	5795140	5797137	-1.26794507910777	0.554311146129032	NS	-2.49065094385785	0.000156850257607326	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0023551	MtrunA17Chr4g0023551			medtr.A17.gnm5.MtrunA17Chr4	-	24202117	24202911	-1.58311215646051	0.521012544624588	NS	-2.48985449630732	0.0311443168411294	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0267751	MtrunA17Chr7g0267751	MtCDPK11	calcium-dependent protein kinase11	medtr.A17.gnm5.MtrunA17Chr7	+	50463990	50468286	-0.994947655013339	0.999999979788073	NS	-2.4854893490526	0.0291413329600607	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0138741	MtrunA17Chr3g0138741	MtBG27	beta-1,3-Glucanase 27	medtr.A17.gnm5.MtrunA17Chr3	-	53624170	53627256	-1.46031814994907	0.313476517510035	NS	-2.47926813684526	0.000967126802321884	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0277121	MtrunA17Chr2g0277121			medtr.A17.gnm5.MtrunA17Chr2	-	361181	361692	-0.886520705978618	0.999999979788073	NS	-2.47834013445993	0.0377640991661095	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0227161	MtrunA17Chr7g0227161			medtr.A17.gnm5.MtrunA17Chr7	-	12267555	12268630	-1.37076178074704	0.676019457292624	NS	-2.47211198786106	0.0204290339358814	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0218051	MtrunA17Chr7g0218051			medtr.A17.gnm5.MtrunA17Chr7	-	3472642	3474067	-1.02955954585855	0.999999979788073	NS	-2.46799607497975	0.0199012922082598	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0403401	MtrunA17Chr5g0403401			medtr.A17.gnm5.MtrunA17Chr5	+	7198415	7202659	-1.16373832323859	0.999999979788073	NS	-2.46320493872011	0.00851706415692393	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0368601	MtrunA17Chr8g0368601			medtr.A17.gnm5.MtrunA17Chr8	+	32005408	32005672	-0.502331869985405	0.999999979788073	NS	-2.45782426126752	0.0191172670466284	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0307791	MtrunA17Chr2g0307791			medtr.A17.gnm5.MtrunA17Chr2	-	30267580	30270498	-1.56015071761912	0.292689847267973	NS	-2.4558076849112	0.00439524831041479	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0430871	MtrunA17Chr5g0430871	MtNCR365	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr5	-	31949484	31950280	-1.00958267872676	0.999999979788073	NS	-2.45526193805392	0.000650769286710645	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0060561	MtrunA17Chr4g0060561			medtr.A17.gnm5.MtrunA17Chr4	+	52926288	52930449	-1.29748908704919	0.65167988976381	NS	-2.45502273063261	0.0020823537572345	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0176331	MtrunA17Chr1g0176331			medtr.A17.gnm5.MtrunA17Chr1	+	27839004	27841158	-0.580955173935616	0.999999979788073	NS	-2.4469901721766	0.0280024586382452	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0480281	MtrunA17Chr6g0480281			medtr.A17.gnm5.MtrunA17Chr6	+	35108093	35108846	-1.28278188780161	0.866605093610733	NS	-2.44528275483537	0.0310211149566967	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0405251	MtrunA17Chr5g0405251			medtr.A17.gnm5.MtrunA17Chr5	+	8497145	8498798	-1.71939771596667	0.0824732020604649	NS	-2.44303652681603	0.000659679207601817	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0417551	MtrunA17Chr5g0417551	MtCDFc2_3	CYCLING DOF FACTOR	medtr.A17.gnm5.MtrunA17Chr5	+	18112217	18113933	-0.303192348584585	0.999999979788073	NS	-2.44295189085508	0.00720166523258805	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0436341	MtrunA17Chr5g0436341			medtr.A17.gnm5.MtrunA17Chr5	+	36214069	36218628	-1.43262815471263	0.64668864808162	NS	-2.44228849640655	0.0166896658740036	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0174961	MtrunA17Chr1g0174961	MtNCR039	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr1	-	26295974	26297655	-1.13119297296438	0.999999979788073	NS	-2.44046951820613	0.00645523085605991	DOWN
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0451381	MtrunA17Chr6g0451381			medtr.A17.gnm5.MtrunA17Chr6	+	1948594	1953305	-1.79591612751372	0.379794768901214	NS	-2.4356645362818	0.0363631073460285	DOWN
