direction	region	gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A485_logFC	A485_FDR	A485_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0108401	MtrunA17Chr3g0108401			medtr.A17.gnm5.MtrunA17Chr3	-	31751947	31756151	-1.89396826565085	0.0200108055226733	DOWN	-0.408949940571068	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0067451	MtrunA17Chr4g0067451			medtr.A17.gnm5.MtrunA17Chr4	-	57893329	57894663	-2.57858834762268	0.0110543547425205	DOWN	0.403966323134667	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0259851	MtrunA17Chr7g0259851			medtr.A17.gnm5.MtrunA17Chr7	-	44763809	44769093	-2.94172040812661	0.00326150325082938	DOWN	0.403787765578338	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0453921	MtrunA17Chr6g0453921	MtENODL36|MtPCY57	ENOD-like 36|Plantacyanin/Chemocyanin 57	medtr.A17.gnm5.MtrunA17Chr6	-	4177964	4180994	-3.34531779123928	0.000407883212677819	DOWN	0.401486438631956	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0209511	MtrunA17Chr1g0209511			medtr.A17.gnm5.MtrunA17Chr1	+	53416465	53420136	-2.26026918595002	0.0265794926987817	DOWN	0.401108986096979	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0068671	MtrunA17Chr4g0068671			medtr.A17.gnm5.MtrunA17Chr4	+	58733720	58737129	-3.20959409422578	0.0181299624941452	DOWN	-0.399165213622164	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0419451	MtrunA17Chr5g0419451	MtCYP78A125	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr5	-	19781623	19783905	-2.19012216866568	0.00573369316166063	DOWN	-0.39733365356882	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0407161	MtrunA17Chr5g0407161			medtr.A17.gnm5.MtrunA17Chr5	-	9814023	9817095	-4.62488909921508	0.0258613621057232	DOWN	-0.396211678668816	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0123331	MtrunA17Chr3g0123331	MtNPL	nodulation pectate lyase (LjNPL orthologue)	medtr.A17.gnm5.MtrunA17Chr3	+	42528581	42530990	-3.92313114302128	0.0184591497236313	DOWN	0.395476509742538	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0305061	MtrunA17Chr2g0305061			medtr.A17.gnm5.MtrunA17Chr2	+	23716226	23717514	-3.35560326930185	0.00191143080104019	DOWN	0.395079291508726	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0374451	MtrunA17Chr8g0374451			medtr.A17.gnm5.MtrunA17Chr8	-	36387634	36388355	-2.58410632608294	0.0127585834060992	DOWN	0.394131111705088	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0482151	MtrunA17Chr6g0482151			medtr.A17.gnm5.MtrunA17Chr6	-	36827474	36828723	-2.88583563744805	0.0185183898344919	DOWN	0.393916164980396	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0184181	MtrunA17Chr1g0184181			medtr.A17.gnm5.MtrunA17Chr1	-	34729437	34733016	-1.65180941890007	0.0476503888980618	DOWN	-0.393715929142264	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0399491	MtrunA17Chr5g0399491	MtATHB2	Homeodomain transcription factor 2	medtr.A17.gnm5.MtrunA17Chr5	+	4062972	4065530	-2.67727100353505	0.00115819537274958	DOWN	0.392578935415559	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0264731	MtrunA17Chr7g0264731			medtr.A17.gnm5.MtrunA17Chr7	+	48213984	48216940	-3.2421424468686	0.0127837581732564	DOWN	-0.390199710799418	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0210661	MtrunA17Chr1g0210661			medtr.A17.gnm5.MtrunA17Chr1	-	54361130	54363140	-1.62908636834258	0.0230017697059163	DOWN	-0.388193540817821	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0177141	MtrunA17Chr1g0177141			medtr.A17.gnm5.MtrunA17Chr1	+	28638169	28649475	-1.78238693553298	0.0229394875498091	DOWN	-0.386837949057077	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0387981	MtrunA17Chr8g0387981			medtr.A17.gnm5.MtrunA17Chr8	-	45983283	45986725	-2.38117818255254	0.0235440741774992	DOWN	0.385900053953551	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0106891	MtrunA17Chr3g0106891			medtr.A17.gnm5.MtrunA17Chr3	+	30501182	30508283	-1.91718509341136	0.00306341364637403	DOWN	0.385298969443606	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0486821	MtrunA17Chr6g0486821			medtr.A17.gnm5.MtrunA17Chr6	+	41233215	41249078	-1.90721907477317	0.0107252449496845	DOWN	-0.384312334502273	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0072681	MtrunA17Chr4g0072681			medtr.A17.gnm5.MtrunA17Chr4	+	61671731	61673444	-3.03791554451531	0.0261591960551957	DOWN	-0.38411001033827	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0060561	MtrunA17Chr4g0060561			medtr.A17.gnm5.MtrunA17Chr4	+	52926288	52930449	-2.45502273063261	0.0020823537572345	DOWN	-0.383736850785783	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0292341	MtrunA17Chr2g0292341			medtr.A17.gnm5.MtrunA17Chr2	-	11327457	11332904	-1.89524795211204	0.0248617752912938	DOWN	-0.383455272978495	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0412071	MtrunA17Chr5g0412071			medtr.A17.gnm5.MtrunA17Chr5	+	13526263	13532381	-2.68147150426721	0.00362542327822551	DOWN	-0.382767742710763	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0469561	MtrunA17Chr6g0469561			medtr.A17.gnm5.MtrunA17Chr6	+	19301159	19312277	-2.80489993009798	0.042218887943764	DOWN	-0.381685757649102	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0191081	MtrunA17Chr1g0191081			medtr.A17.gnm5.MtrunA17Chr1	+	40174167	40178190	-2.2745450425968	0.0291884284878345	DOWN	0.380479346691351	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0391621	MtrunA17Chr8g0391621			medtr.A17.gnm5.MtrunA17Chr8	-	48472962	48475450	-3.4419418562077	0.0230028113623845	DOWN	-0.378852033581844	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0428981	MtrunA17Chr5g0428981	MtIRE	INCOMPLETE ROOT HAIR ELONGATION (IRE)-like (AGC protein kinase family)	medtr.A17.gnm5.MtrunA17Chr5	+	30515669	30524962	-1.82728458224907	0.0125560129683282	DOWN	0.378211772477053	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0412401	MtrunA17Chr5g0412401			medtr.A17.gnm5.MtrunA17Chr5	+	13828929	13830885	-2.56822564803622	0.000782002181851517	DOWN	0.374572421940549	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0194321	MtrunA17Chr1g0194321	MtGA2OX6|MtGA2ox7	GIBBERELLIN 2-OXIDASE 6 |Gibberellin C20-GA2-oxidase 7  (GA inactivation)	medtr.A17.gnm5.MtrunA17Chr1	-	42515035	42518581	-2.70846743501633	0.00717603049614533	DOWN	-0.373906728675828	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0368591	MtrunA17Chr8g0368591			medtr.A17.gnm5.MtrunA17Chr8	-	32003153	32007212	-2.09009920583045	0.0385164787287324	DOWN	0.37118636581758	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0426451	MtrunA17Chr5g0426451			medtr.A17.gnm5.MtrunA17Chr5	-	28340025	28340824	-3.34226350916891	0.00535060054496412	DOWN	0.369609644422936	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0175671	MtrunA17Chr1g0175671			medtr.A17.gnm5.MtrunA17Chr1	-	27130083	27133465	-1.60982985537772	0.0131629181956513	DOWN	-0.363213021945515	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0124321	MtrunA17Chr3g0124321			medtr.A17.gnm5.MtrunA17Chr3	+	43145213	43149160	-1.40055711805543	0.037089456801315	DOWN	0.362817739177015	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0199881	MtrunA17Chr1g0199881			medtr.A17.gnm5.MtrunA17Chr1	+	46578833	46579518	-4.57116558401622	0.0116189833098292	DOWN	-0.362709237922165	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0209741	MtrunA17Chr1g0209741			medtr.A17.gnm5.MtrunA17Chr1	+	53618195	53623657	-2.54413395941691	0.00386425150601791	DOWN	0.360729114329238	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0258851	MtrunA17Chr7g0258851			medtr.A17.gnm5.MtrunA17Chr7	-	44011472	44015968	-1.70401168276208	0.0246323195880566	DOWN	0.359476824503895	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0437771	MtrunA17Chr5g0437771			medtr.A17.gnm5.MtrunA17Chr5	+	37245939	37251369	-1.74822068503961	0.0351569562338674	DOWN	-0.358880968213319	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0296591	MtrunA17Chr2g0296591			medtr.A17.gnm5.MtrunA17Chr2	-	14917744	14922314	-3.26790081561046	0.0130779123865945	DOWN	-0.358727296554483	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0209521	MtrunA17Chr1g0209521			medtr.A17.gnm5.MtrunA17Chr1	+	53421668	53424879	-2.13191194750773	0.0199360812344303	DOWN	0.358277916825945	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0153281	MtrunA17Chr1g0153281	MtREM5.1	remorin 5.1	medtr.A17.gnm5.MtrunA17Chr1	-	5835027	5839850	-2.41102925773791	0.000566836786579451	DOWN	-0.357997394028195	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0388061	MtrunA17Chr8g0388061			medtr.A17.gnm5.MtrunA17Chr8	-	46051956	46053902	-3.13985778473153	0.000566836786579451	DOWN	-0.357734332605984	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0112291	MtrunA17Chr3g0112291			medtr.A17.gnm5.MtrunA17Chr3	+	34321618	34323524	-3.62340242790497	0.000282002941975876	DOWN	0.356777982089634	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0225281	MtrunA17Chr7g0225281			medtr.A17.gnm5.MtrunA17Chr7	-	10420248	10421551	-2.91676145493531	0.0238770034091198	DOWN	0.355306463622041	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0448661	MtrunA17Chr5g0448661			medtr.A17.gnm5.MtrunA17Chr5	-	44647053	44649741	-1.94111691331226	0.0228219817280231	DOWN	0.348679461516525	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0127861	MtrunA17Chr3g0127861			medtr.A17.gnm5.MtrunA17Chr3	-	45795135	45799586	-1.91942605214777	0.0310310028069418	DOWN	-0.348580509411242	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0060191	MtrunA17Chr4g0060191			medtr.A17.gnm5.MtrunA17Chr4	-	52686078	52689799	-1.95357374149178	0.0133398017158477	DOWN	0.348460107157258	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0116001	MtrunA17Chr3g0116001			medtr.A17.gnm5.MtrunA17Chr3	+	37308575	37309945	-3.4040944612984	0.00252159720516267	DOWN	-0.348014506471672	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0006031	MtrunA17Chr4g0006031	MtLAX4	Like Aux1 (auxin influx transporter)-4 (AY115844)	medtr.A17.gnm5.MtrunA17Chr4	+	4794636	4802348	-1.9549889930235	0.0419569752049457	DOWN	-0.347313904757255	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0288101	MtrunA17Chr2g0288101			medtr.A17.gnm5.MtrunA17Chr2	+	8000448	8004803	-2.80881510200403	0.00961815894215313	DOWN	0.343906829743701	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0210321	MtrunA17Chr1g0210321			medtr.A17.gnm5.MtrunA17Chr1	-	54109716	54116425	-2.05298389682117	0.0186186201316424	DOWN	0.342458025750226	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0413411	MtrunA17Chr5g0413411			medtr.A17.gnm5.MtrunA17Chr5	+	14646156	14651692	-2.42993607777989	0.0240202751830057	DOWN	0.342456413693571	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0481141	MtrunA17Chr6g0481141			medtr.A17.gnm5.MtrunA17Chr6	+	36122945	36127202	-1.96975664399777	0.0185341024560158	DOWN	-0.342444133533191	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0457611	MtrunA17Chr6g0457611			medtr.A17.gnm5.MtrunA17Chr6	+	7290139	7293494	-3.39881166356583	0.00615831872125083	DOWN	-0.335809783915106	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0056371	MtrunA17Chr4g0056371	MtnsLTP80	non-specific Lipid Transfer Protein	medtr.A17.gnm5.MtrunA17Chr4	+	49768877	49770068	-3.84654672586147	1.91519176554572e-05	DOWN	0.33379954548454	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0404841	MtrunA17Chr5g0404841	MtBGAL18	beta-galactosidase 18	medtr.A17.gnm5.MtrunA17Chr5	-	8157247	8163222	-1.76813998899027	0.00715843284443871	DOWN	0.332767991915005	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0417761	MtrunA17Chr5g0417761			medtr.A17.gnm5.MtrunA17Chr5	+	18323930	18326304	-3.21656567116421	0.0108824937167699	DOWN	0.332476726850874	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0388191	MtrunA17Chr8g0388191			medtr.A17.gnm5.MtrunA17Chr8	+	46128338	46128894	-6.34221755690302	0.0205785087855066	DOWN	-0.332164581875098	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0259341	MtrunA17Chr7g0259341			medtr.A17.gnm5.MtrunA17Chr7	-	44368481	44373561	-2.39784988698248	0.0291898879713647	DOWN	-0.332024323111496	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0400671	MtrunA17Chr5g0400671			medtr.A17.gnm5.MtrunA17Chr5	+	4951803	4955764	-3.72142361434632	0.00673571649320711	DOWN	-0.330619887594547	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0108931	MtrunA17Chr3g0108931			medtr.A17.gnm5.MtrunA17Chr3	+	32020950	32021859	-3.19597625097981	0.000637684614600085	DOWN	-0.330185266316367	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0368601	MtrunA17Chr8g0368601			medtr.A17.gnm5.MtrunA17Chr8	+	32005408	32005672	-2.45782426126752	0.0191172670466284	DOWN	0.330181172701243	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0114621	MtrunA17Chr3g0114621	MtLYM1	LysM domain-containing GPI-anchored protein 1	medtr.A17.gnm5.MtrunA17Chr3	+	36047026	36050644	-1.7909461981752	0.00279817237790489	DOWN	-0.324775616767684	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0103681	MtrunA17Chr3g0103681			medtr.A17.gnm5.MtrunA17Chr3	+	28004287	28008716	-2.41169557736209	0.0398167964831455	DOWN	0.324259499041379	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0196961	MtrunA17Chr1g0196961			medtr.A17.gnm5.MtrunA17Chr1	-	44330510	44334628	-2.03171946291983	0.0151018744964811	DOWN	-0.317540091125686	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0062911	MtrunA17Chr4g0062911			medtr.A17.gnm5.MtrunA17Chr4	+	54586481	54590550	-2.78077278498251	8.96989205260176e-05	DOWN	-0.317049590300226	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0346591	MtrunA17Chr8g0346591			medtr.A17.gnm5.MtrunA17Chr8	-	9651996	9653157	-2.0474522394464	0.0207781206369769	DOWN	0.315436263307676	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0022891	MtrunA17Chr4g0022891	MtMYB016	Myeloblastosis (MYB) transcription factor 16	medtr.A17.gnm5.MtrunA17Chr4	-	23002221	23004699	-6.34004834842867	0.00825561245199842	DOWN	0.313745976268333	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0349751	MtrunA17Chr8g0349751			medtr.A17.gnm5.MtrunA17Chr8	-	12028350	12031963	-1.73279417414675	0.0382323883193815	DOWN	-0.31133462701298	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0171771	MtrunA17Chr1g0171771	MtNOOT2	NODULE ROOT 2	medtr.A17.gnm5.MtrunA17Chr1	-	20472615	20476733	-1.81382649874745	0.010990229139478	DOWN	-0.310535418347752	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0025831	MtrunA17Chr4g0025831			medtr.A17.gnm5.MtrunA17Chr4	-	26755832	26760674	-2.68350753079248	0.00261036711842482	DOWN	0.30959624192369	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0113091	MtrunA17Chr3g0113091			medtr.A17.gnm5.MtrunA17Chr3	-	34878221	34880568	-7.92302951400002	0.00109236796782711	DOWN	-0.3080494328807	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0135711	MtrunA17Chr3g0135711			medtr.A17.gnm5.MtrunA17Chr3	+	51559451	51560735	-2.64009722132448	0.00866380624856997	DOWN	0.307253728947942	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0240771	MtrunA17Chr7g0240771			medtr.A17.gnm5.MtrunA17Chr7	+	30474924	30477662	-2.50748731282178	0.00353264227228468	DOWN	0.307101195955755	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0451061	MtrunA17Chr6g0451061	MtZIP14	Zinc-Iron Permease 14	medtr.A17.gnm5.MtrunA17Chr6	-	1687429	1689887	-4.03823700309971	0.000452842816725495	DOWN	-0.305574817421283	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0149271	MtrunA17Chr1g0149271			medtr.A17.gnm5.MtrunA17Chr1	-	2507164	2508438	-3.21848237825884	0.000244508124590379	DOWN	-0.304597767071442	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0481231	MtrunA17Chr6g0481231			medtr.A17.gnm5.MtrunA17Chr6	+	36160649	36164237	-3.55945987958058	0.000531738461221029	DOWN	-0.304210736714248	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0071111	MtrunA17Chr4g0071111	MtCKX2	cytokinin oxidase 2	medtr.A17.gnm5.MtrunA17Chr4	+	60586321	60590025	-7.7058237267134	0.00455771482900966	DOWN	0.299609938006367	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0168941	MtrunA17Chr1g0168941			medtr.A17.gnm5.MtrunA17Chr1	-	17737665	17739730	-2.13976067691284	0.0387009865878397	DOWN	-0.299200418071071	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0010221	MtrunA17Chr4g0010221			medtr.A17.gnm5.MtrunA17Chr4	+	8017685	8021223	-3.41480660009139	0.000364405238243468	DOWN	-0.297974602256731	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0186661	MtrunA17Chr1g0186661			medtr.A17.gnm5.MtrunA17Chr1	-	36904399	36906065	-3.1133127102849	0.00115476323437631	DOWN	0.297969285021025	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0056511	MtrunA17Chr4g0056511			medtr.A17.gnm5.MtrunA17Chr4	+	49961961	49966766	-2.4194319031279	0.00112115493971219	DOWN	0.297501240767095	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0302951	MtrunA17Chr2g0302951			medtr.A17.gnm5.MtrunA17Chr2	-	20564302	20570818	-1.86023098419521	0.00212884578331167	DOWN	0.296858952393279	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0148271	MtrunA17Chr1g0148271			medtr.A17.gnm5.MtrunA17Chr1	+	1725440	1731461	-1.92397199728641	0.00573369316166063	DOWN	0.296296355970954	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0044711	MtrunA17Chr4g0044711			medtr.A17.gnm5.MtrunA17Chr4	-	41535664	41537467	-2.40677151574758	0.0401589173818641	DOWN	0.295729827106058	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0094521	MtrunA17Chr3g0094521			medtr.A17.gnm5.MtrunA17Chr3	+	17393314	17394598	-5.89492231108225	0.0453245182244561	DOWN	-0.293328402808329	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0032781	MtrunA17Chr4g0032781			medtr.A17.gnm5.MtrunA17Chr4	+	32824817	32830672	-1.87033204888546	0.0146194334474082	DOWN	0.291076874051536	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0133951	MtrunA17Chr3g0133951			medtr.A17.gnm5.MtrunA17Chr3	-	50291164	50295801	-2.23354058102486	0.00535060054496412	DOWN	-0.290713733702667	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0329201	MtrunA17Chr2g0329201			medtr.A17.gnm5.MtrunA17Chr2	-	48272153	48277827	-1.82471269394318	0.00537971210184771	DOWN	-0.289882005339213	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr5g0401301	MtrunA17Chr5g0401301	MtBG6	beta-1,3-Glucanase 6	medtr.A17.gnm5.MtrunA17Chr5	+	5514373	5516532	-3.12716306609497	8.10184206845151e-05	DOWN	-0.289054059936509	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0063251	MtrunA17Chr4g0063251			medtr.A17.gnm5.MtrunA17Chr4	+	54899901	54902060	-3.27779471195276	0.00443462244870175	DOWN	-0.2882310144964	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0480381	MtrunA17Chr6g0480381			medtr.A17.gnm5.MtrunA17Chr6	-	35180860	35182642	-2.54555375369195	0.0167638860534313	DOWN	-0.286275920680729	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr7g0259871	MtrunA17Chr7g0259871			medtr.A17.gnm5.MtrunA17Chr7	-	44791779	44793823	-3.93959910511151	0.00151945217408829	DOWN	-0.285539427163683	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0333351	MtrunA17Chr2g0333351			medtr.A17.gnm5.MtrunA17Chr2	+	51167587	51168947	-3.15689346406221	0.0351569562338674	DOWN	-0.283942031897521	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0310081	MtrunA17Chr2g0310081			medtr.A17.gnm5.MtrunA17Chr2	-	32970636	32973847	-3.52595619297822	0.00174834631764009	DOWN	0.282026240266894	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0160761	MtrunA17Chr1g0160761			medtr.A17.gnm5.MtrunA17Chr1	-	11130484	11133250	-2.15097279470718	0.0335387921187759	DOWN	0.281551271179872	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0477751	MtrunA17Chr6g0477751	MtKunitz46	Kunitz-P Trypsin Inhibitor	medtr.A17.gnm5.MtrunA17Chr6	+	32521871	32522831	-3.10751218417647	0.00193060641641921	DOWN	-0.2755745940146	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0317881	MtrunA17Chr2g0317881			medtr.A17.gnm5.MtrunA17Chr2	-	39678051	39679693	-3.71184764090702	0.0348564336709643	DOWN	-0.274584249236126	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr4g0056391	MtrunA17Chr4g0056391	MtnsLTP82	non-specific Lipid Transfer Protein	medtr.A17.gnm5.MtrunA17Chr4	-	49781170	49782655	-2.95876615781655	0.00137350128977201	DOWN	0.272125424021653	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0469551	MtrunA17Chr6g0469551			medtr.A17.gnm5.MtrunA17Chr6	-	19299924	19302178	-2.23981740287004	0.0489160137345222	DOWN	-0.270090085277978	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0340741	MtrunA17Chr8g0340741			medtr.A17.gnm5.MtrunA17Chr8	-	4470924	4475496	-2.38782549845678	0.00014046671651889	DOWN	0.269809957738016	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0285111	MtrunA17Chr2g0285111			medtr.A17.gnm5.MtrunA17Chr2	+	5723837	5731044	-2.78827956788576	0.00262661000494346	DOWN	-0.269657369065738	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0185551	MtrunA17Chr1g0185551			medtr.A17.gnm5.MtrunA17Chr1	+	35949975	35951879	-3.63157594068946	0.00150207965185657	DOWN	0.267881497316738	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr8g0348131	MtrunA17Chr8g0348131			medtr.A17.gnm5.MtrunA17Chr8	-	10846374	10849035	-1.77107557149142	0.00894471133325443	DOWN	0.267546574407754	1	NS
DOWN	A485_only	medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0292641	MtrunA17Chr2g0292641			medtr.A17.gnm5.MtrunA17Chr2	+	11563289	11564954	-2.00957769021581	0.0357853607239329	DOWN	-0.267283159539411	1	NS
