gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A256_logFC	A256_FDR	A256_sig	A485_logFC	A485_FDR	A485_sig	A86_logFC	A86_FDR	A86_sig	A86256_logFC	A86256_FDR	A86256_sig	A86485_logFC	A86485_FDR	A86485_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162281	MtrunA17Chr1g0162281			medtr.A17.gnm5.MtrunA17Chr1	-	12248734	12253223	0.295492176823375	1	NS	0.196951948229423	1	NS	-0.257975154431876	0.999999979788073	NS	-0.319608565946487	1	NS	0.00199604018869835	1	NS	-0.409628812762995	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162291	MtrunA17Chr1g0162291			medtr.A17.gnm5.MtrunA17Chr1	+	12256989	12267284	-0.196171950919471	1	NS	-0.257260585965472	1	NS	-0.366441075877649	0.999999979788073	NS	-0.204927959090327	1	NS	-0.0754387233806267	1	NS	-0.418906180994222	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162301	MtrunA17Chr1g0162301			medtr.A17.gnm5.MtrunA17Chr1	+	12278795	12282205	0.159841311913077	1	NS	0.37415112397308	1	NS	-0.24235164760755	0.999999979788073	NS	0.563450710264534	1	NS	-0.613166397232805	1	NS	0.210700411753782	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162311	MtrunA17Chr1g0162311			medtr.A17.gnm5.MtrunA17Chr1	-	12284027	12290280	-0.137689210112688	1	NS	0.0058820843650796	1	NS	-0.081291980561787	0.999999979788073	NS	-0.0472296376695897	1	NS	0.274987099227692	1	NS	-0.424910240674457	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162321	MtrunA17Chr1g0162321	MtGAOL1	Gibberellin-oxidase like 1	medtr.A17.gnm5.MtrunA17Chr1	-	12291422	12295183	-2.61455439037754	0.184255616649514	NS	-3.7299824785632	0.0695552925583314	NS	-2.15198378903607	0.498886077308495	NS	-2.06249704521301	0.290743149975268	NS	-1.72719616536354	0.576616467067182	NS	-0.363823109702079	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162361	MtrunA17Chr1g0162361	MtGAOL3	Gibberellin-oxidase like 3	medtr.A17.gnm5.MtrunA17Chr1	-	12331294	12334457	-0.38705728367175	1	NS	-0.732098369919993	1	NS	-0.0576551764259473	0.999999979788073	NS	-0.856951445683495	1	NS	-2.28693459900693	0.0851583539514114	NS	-3.74067294576699	0.00357668202295012	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162381	MtrunA17Chr1g0162381			medtr.A17.gnm5.MtrunA17Chr1	-	12335916	12341947	0.160484699975688	1	NS	0.158234574092244	1	NS	0.0170593774320871	0.999999979788073	NS	0.187790773982459	1	NS	0.0922416120146379	1	NS	0.43308325809901	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162411	MtrunA17Chr1g0162411	MtVRN1.12	VERNALIZATION1 (PcG-1 Polycomb group protein)	medtr.A17.gnm5.MtrunA17Chr1	+	12371071	12378532	0.0479263422615393	1	NS	-0.0195083471618662	1	NS	-0.0527122470833647	0.999999979788073	NS	-0.180574620518062	1	NS	-0.029495023775978	1	NS	-0.156279223383641	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162421	MtrunA17Chr1g0162421			medtr.A17.gnm5.MtrunA17Chr1	+	12378534	12383795	-0.248219302389284	1	NS	-0.52215523742587	1	NS	0.285146098316704	0.999999979788073	NS	-0.158740770831026	1	NS	-0.123838260224156	1	NS	-0.392647590411261	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162441	MtrunA17Chr1g0162441	MtVRN1.13	VERNALIZATION1 (PcG-1 Polycomb group protein)	medtr.A17.gnm5.MtrunA17Chr1	+	12389307	12393768	0.464598646126432	1	NS	0.521329524138979	1	NS	0.367527698931164	0.999999979788073	NS	0.560890011255273	1	NS	-0.223494819628737	1	NS	0.0348281480242139	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162491	MtrunA17Chr1g0162491			medtr.A17.gnm5.MtrunA17Chr1	+	12403874	12404182	5.45706587356239	0.000180896480409586	UP	4.30918245387805	0.00224826114253179	UP	4.83004968144462	0.0025757040668356	UP	4.58425793609884	0.0010669013824604	UP	0.691324670091514	1	NS	-0.457434406796449	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162531	MtrunA17Chr1g0162531			medtr.A17.gnm5.MtrunA17Chr1	-	12409592	12412765	0.686450511184292	1	NS	1.07106692980679	0.734153732905543	NS	-0.248938547496925	0.999999979788073	NS	1.05991194945073	0.733265276872089	NS	-0.975838658096167	1	NS	-0.547182260494063	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162541	MtrunA17Chr1g0162541			medtr.A17.gnm5.MtrunA17Chr1	+	12412114	12413028	0.567056522462304	1	NS	0.79306582466179	1	NS	0.0700662739109844	0.999999979788073	NS	1.09529364113038	0.651878545612527	NS	-1.50627810496515	0.253249686748291	NS	-0.619145967360931	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162551	MtrunA17Chr1g0162551			medtr.A17.gnm5.MtrunA17Chr1	+	12420503	12421731	0.831121238455313	1	NS	0.460629616746898	1	NS	0.692027284373837	0.999999979788073	NS	0.337477553958848	1	NS	-0.844505259534573	1	NS	-0.856590784983295	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162561	MtrunA17Chr1g0162561			medtr.A17.gnm5.MtrunA17Chr1	-	12422584	12427974	-3.33455618913739	0.000133997559448038	DOWN	-3.90539083471763	3.66013356783798e-05	DOWN	-2.64494635012015	0.00356431496475831	DOWN	-3.9839618320512	2.45838164907389e-05	DOWN	-0.589441672338646	1	NS	0.155346098409363	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162571	MtrunA17Chr1g0162571	MtCYP74C12	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr1	+	12437768	12440691	2.10980729042157	0.0504643779038073	NS	1.63509369052587	0.21869310977205	NS	2.0453666208835	0.135806136966609	NS	1.20614741693072	0.602428762076266	NS	0.332007859372649	1	NS	1.53642378985368	0.288261385993801	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162601	MtrunA17Chr1g0162601			medtr.A17.gnm5.MtrunA17Chr1	+	12456414	12458802	-0.324348594640732	1	NS	-0.343064166443902	1	NS	-0.169037489251854	0.999999979788073	NS	-0.147013280542038	1	NS	0.501946786297461	1	NS	-0.421543695921314	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162611	MtrunA17Chr1g0162611			medtr.A17.gnm5.MtrunA17Chr1	+	12460144	12463190	0.52792617854108	1	NS	0.40634467072873	1	NS	0.685544091695198	0.999999979788073	NS	0.481602288513499	1	NS	1.39002500868447	0.243685655024093	NS	1.24300278982976	0.369209019388014	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162621	MtrunA17Chr1g0162621			medtr.A17.gnm5.MtrunA17Chr1	-	12462375	12468092	0.163736675327039	1	NS	0.192666016665088	1	NS	-0.0515211528806917	0.999999979788073	NS	-0.668070607162592	1	NS	1.37873484990252	0.134930782695208	NS	1.32837349268224	0.130333061841671	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162651	MtrunA17Chr1g0162651			medtr.A17.gnm5.MtrunA17Chr1	+	12477873	12479231	0.103123059807522	1	NS	0.666468043775315	1	NS	-0.0646293000889967	0.999999979788073	NS	1.288919414841	0.499139820762382	NS	0.237493911732219	1	NS	0.389568103193943	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162681	MtrunA17Chr1g0162681			medtr.A17.gnm5.MtrunA17Chr1	-	12491554	12503342	-0.186011554594355	1	NS	-0.156758319275709	1	NS	0.223718410614573	0.999999979788073	NS	-0.162813861015339	1	NS	0.173555000628552	1	NS	-0.0861815736922456	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162701	MtrunA17Chr1g0162701			medtr.A17.gnm5.MtrunA17Chr1	-	12505145	12507782	-1.92324788840803	0.0839547382803493	NS	-1.76226681507213	0.130358957887069	NS	-0.970262089639847	0.999999979788073	NS	-3.53015349378299	0.00155480138639794	DOWN	0.633807008944102	1	NS	0.798630209234681	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162711	MtrunA17Chr1g0162711			medtr.A17.gnm5.MtrunA17Chr1	-	12510867	12515287	-2.37852105111557	0.0656012822021016	NS	-1.96945201699674	0.145677026517869	NS	-1.10843600749724	0.999999979788073	NS	-1.63904057231329	0.268619796330002	NS	0.644354011927473	1	NS	0.456003978945301	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162721	MtrunA17Chr1g0162721			medtr.A17.gnm5.MtrunA17Chr1	+	12518696	12524848	-0.0996298562999362	1	NS	-0.220871172005447	1	NS	0.211678827894082	0.999999979788073	NS	1.08251198411793	0.748354640489391	NS	0.83239620991292	1	NS	-0.114445981425029	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162731	MtrunA17Chr1g0162731			medtr.A17.gnm5.MtrunA17Chr1	-	12526483	12531790	-1.01156589790708	0.887684641886463	NS	-1.00103420762274	0.87436157608447	NS	-0.439933548946765	0.999999979788073	NS	-1.2867725909703	0.351862332744153	NS	0.00733620929922572	1	NS	-0.604109245410995	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162741	MtrunA17Chr1g0162741			medtr.A17.gnm5.MtrunA17Chr1	+	12531783	12536147	-0.965204987683216	0.963841846989838	NS	-0.651666039053795	1	NS	-0.0538774609656527	0.999999979788073	NS	-0.824918330177779	1	NS	0.23248490206553	1	NS	-0.826947577002729	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162751	MtrunA17Chr1g0162751			medtr.A17.gnm5.MtrunA17Chr1	-	12539940	12545524	0.616325036008245	1	NS	0.957391245822597	1	NS	0.156388424973559	0.999999979788073	NS	0.98698012772796	0.892696477011911	NS	-0.819378014476632	1	NS	-0.386152528990266	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162801	MtrunA17Chr1g0162801	MtCYP71D437	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr1	-	12557073	12559542	0.771234719367833	1	NS	0.152535503514341	1	NS	0.25613773155249	0.999999979788073	NS	0.0523036406115847	1	NS	0.661166705622623	1	NS	0.823288085762886	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162811	MtrunA17Chr1g0162811	MtCYP71D356	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr1	-	12584136	12587188	0.792432953846344	1	NS	0.615035852240696	1	NS	0.804365806745539	0.999999979788073	NS	-0.100755883708608	1	NS	0.297677741340271	1	NS	0.560571867016577	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162821	MtrunA17Chr1g0162821			medtr.A17.gnm5.MtrunA17Chr1	-	12587191	12590902	0.0925340384735205	1	NS	-0.00344584064456803	1	NS	0.176246708690933	0.999999979788073	NS	0.0287137277859991	1	NS	0.00408321708040154	1	NS	-0.148284564557153	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162831	MtrunA17Chr1g0162831			medtr.A17.gnm5.MtrunA17Chr1	+	12590084	12590819	0.0227075766190139	1	NS	-0.0364859696999879	1	NS	0.102172297403959	0.999999979788073	NS	-0.0938385301826888	1	NS	-0.00813537676504456	1	NS	-0.0229618359300168	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162841	MtrunA17Chr1g0162841			medtr.A17.gnm5.MtrunA17Chr1	-	12599544	12603795	-1.7654868277022	0.276382235446317	NS	-0.392494361401672	1	NS	-0.835052334025258	0.999999979788073	NS	-1.04660799702877	0.816271360841348	NS	1.74483689744417	0.141566971402282	NS	1.45407633299144	0.289668858201577	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162861	MtrunA17Chr1g0162861			medtr.A17.gnm5.MtrunA17Chr1	+	12624304	12630592	0.452367786483566	1	NS	0.666938400984577	1	NS	0.134097394788163	0.999999979788073	NS	0.385507054331364	1	NS	-0.0684974954115108	1	NS	0.17945383895228	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162871	MtrunA17Chr1g0162871	MtSPL14	SQUAMOSA Promoter Binding Protein-Like	medtr.A17.gnm5.MtrunA17Chr1	+	12640058	12646614	0.73584488077005	1	NS	0.679243316288563	1	NS	0.435767400441187	0.999999979788073	NS	0.601667597499682	1	NS	-0.114293649127275	1	NS	0.395790950191873	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162901	MtrunA17Chr1g0162901			medtr.A17.gnm5.MtrunA17Chr1	-	12666918	12671010	-0.938510989644131	1	NS	-0.161577740502718	1	NS	2.37672052342213	0.0936262339765486	NS	0.1593807975597	1	NS	-0.696874182221137	1	NS	-0.0527085687940244	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162921	MtrunA17Chr1g0162921			medtr.A17.gnm5.MtrunA17Chr1	-	12697055	12701433	-0.0394760455357545	1	NS	-0.242189114284086	1	NS	0.128842807202251	0.999999979788073	NS	-0.13168359214873	1	NS	0.125015349751402	1	NS	-0.350736461294088	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162961	MtrunA17Chr1g0162961			medtr.A17.gnm5.MtrunA17Chr1	+	12746240	12751366	0.135701210383217	1	NS	0.417643618528703	1	NS	0.025625315610972	0.999999979788073	NS	-0.0518569815944646	1	NS	-0.53886680267538	1	NS	-0.633132487142705	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0162971	MtrunA17Chr1g0162971			medtr.A17.gnm5.MtrunA17Chr1	+	12757826	12763262	0.245018063853428	1	NS	0.30590707316381	1	NS	0.593961064992446	0.999999979788073	NS	0.310501459085056	1	NS	-0.0425681830802558	1	NS	-0.167468192213056	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163001	MtrunA17Chr1g0163001			medtr.A17.gnm5.MtrunA17Chr1	-	12784716	12790091	0.204405982339829	1	NS	0.406346364198752	1	NS	0.162553361134715	0.999999979788073	NS	0.97539236532573	0.904180177016926	NS	-0.466954359748935	1	NS	0.205593201654392	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163011	MtrunA17Chr1g0163011			medtr.A17.gnm5.MtrunA17Chr1	-	12801458	12811857	0.0188810784907531	1	NS	-0.107146246158321	1	NS	-0.0390008862741509	0.999999979788073	NS	-0.283023693202882	1	NS	0.186897612629944	1	NS	0.328251724035044	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163051	MtrunA17Chr1g0163051	MtSDG7	Histone methyltransferase SDG subfamily	medtr.A17.gnm5.MtrunA17Chr1	+	12841915	12847779	-0.316741401822187	1	NS	-0.435453521239607	1	NS	-0.348009557614917	0.999999979788073	NS	-0.718960278551219	1	NS	0.231365653368243	1	NS	-0.0469699125645381	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163291	MtrunA17Chr1g0163291			medtr.A17.gnm5.MtrunA17Chr1	+	13001495	13007884	-0.115798247361771	1	NS	0.137878801080297	1	NS	-0.80843511412233	0.999999979788073	NS	0.172031397686882	1	NS	0.892623721293985	1	NS	0.212320140093326	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163301	MtrunA17Chr1g0163301			medtr.A17.gnm5.MtrunA17Chr1	+	13012350	13021471	-0.148491314482147	1	NS	-0.0301044762844989	1	NS	-0.283241614309311	0.999999979788073	NS	0.232130330749676	1	NS	0.0274876966799786	1	NS	0.492098818814228	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163311	MtrunA17Chr1g0163311			medtr.A17.gnm5.MtrunA17Chr1	-	13021617	13024566	0.224788551048668	1	NS	1.35969675990465	0.568308464864371	NS	-1.1129120510288	0.999999979788073	NS	1.8202239413701	0.206017913182592	NS	0.663987578246571	1	NS	0.973245352707426	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163321	MtrunA17Chr1g0163321			medtr.A17.gnm5.MtrunA17Chr1	-	13043707	13045381	-2.05281054514818	0.0241010652902385	DOWN	-1.48878495340279	0.209146579149496	NS	-0.685555837274744	0.999999979788073	NS	-1.36079979505147	0.307304873021104	NS	0.48394067822329	1	NS	-0.613534357253497	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163331	MtrunA17Chr1g0163331			medtr.A17.gnm5.MtrunA17Chr1	-	13046956	13048574	-4.20427246738341	0.0622066466569017	NS	-0.64241579167244	1	NS	-0.0618250107919032	0.999999979788073	NS	-1.1815196491468	0.791790756501469	NS	0.701489983161817	1	NS	-0.567593699004131	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163561	MtrunA17Chr1g0163561			medtr.A17.gnm5.MtrunA17Chr1	-	13371998	13378201	-0.331526533054198	1	NS	0.0243259241787634	1	NS	-0.190678168802849	0.999999979788073	NS	0.040309782942187	1	NS	0.110983998769589	1	NS	0.146418431623885	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163581	MtrunA17Chr1g0163581			medtr.A17.gnm5.MtrunA17Chr1	-	13390071	13392398	1.00248840963713	0.912342034549151	NS	1.56145388337291	0.214110851856129	NS	1.10150461634311	0.999999979788073	NS	1.46331768045515	0.277799889508034	NS	0.134202200754846	1	NS	0.677933176336668	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163591	MtrunA17Chr1g0163591			medtr.A17.gnm5.MtrunA17Chr1	-	13396928	13410557	-0.156991027378368	1	NS	-0.0783164204930585	1	NS	-0.125848048045363	0.999999979788073	NS	-0.163989062574991	1	NS	-0.265609228989401	1	NS	-0.439619892107026	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163611	MtrunA17Chr1g0163611			medtr.A17.gnm5.MtrunA17Chr1	-	13427852	13430955	-0.778671605338984	1	NS	-0.609509618090149	1	NS	-0.798453479550839	0.999999979788073	NS	-2.69963095619811	0.156303376477542	NS	1.6937526161351	0.33071521068279	NS	2.52426486659432	0.0111471103460888	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163621	MtrunA17Chr1g0163621			medtr.A17.gnm5.MtrunA17Chr1	-	13440408	13442579	-3.30925631397793	0.00150364341075496	DOWN	-0.792308887598951	1	NS	-1.19339606041466	0.942432251329485	NS	-1.4973438093834	0.222065736512279	NS	0.974094874504323	1	NS	1.80701692591487	0.0179589750802288	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163631	MtrunA17Chr1g0163631			medtr.A17.gnm5.MtrunA17Chr1	+	13446012	13454180	0.139323293662536	1	NS	0.909737521979605	1	NS	1.0158485449032	0.999999979788073	NS	1.3795015405948	0.469989511418504	NS	0.596416846775421	1	NS	1.13511064047134	0.79094225819081	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163641	MtrunA17Chr1g0163641			medtr.A17.gnm5.MtrunA17Chr1	+	13454182	13455987	-0.424562248440685	1	NS	0.00797577948161289	1	NS	0.633721195404364	0.999999979788073	NS	0.455703610111871	1	NS	0.027856591714087	1	NS	0.289815025531565	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163651	MtrunA17Chr1g0163651			medtr.A17.gnm5.MtrunA17Chr1	+	13455989	13458011	-1.42493525936213	0.51028471294066	NS	-0.131222442570429	1	NS	0.546635045589061	0.999999979788073	NS	0.190204290254096	1	NS	-0.354696774746212	1	NS	-0.67327675710488	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163741	MtrunA17Chr1g0163741			medtr.A17.gnm5.MtrunA17Chr1	-	13553649	13555571	0.823463827269463	1	NS	1.00519187107172	0.952127192569294	NS	1.64044427944774	0.606504623318787	NS	2.10487246077423	0.0991749119021509	NS	1.05775799949757	1	NS	1.40765462624594	0.534797852036891	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163761	MtrunA17Chr1g0163761			medtr.A17.gnm5.MtrunA17Chr1	+	13563138	13587456	-0.667241285426855	1	NS	-0.170582458146429	1	NS	-0.330756534258305	0.999999979788073	NS	-0.00372909449878683	1	NS	-0.328808374892452	1	NS	-0.115093077596343	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163791	MtrunA17Chr1g0163791			medtr.A17.gnm5.MtrunA17Chr1	+	13596953	13615174	0.0775275127070146	1	NS	-0.346229897455921	1	NS	-0.394687512881269	0.999999979788073	NS	-0.648102178277596	1	NS	-0.35349079552312	1	NS	0.922932960791058	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163801	MtrunA17Chr1g0163801			medtr.A17.gnm5.MtrunA17Chr1	+	13615723	13623684	-0.172483584790132	1	NS	0.234591947495861	1	NS	0.337442333882159	0.999999979788073	NS	-1.31003522991025	0.758448412226176	NS	0.35549662666522	1	NS	0.424943285954265	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163821	MtrunA17Chr1g0163821			medtr.A17.gnm5.MtrunA17Chr1	-	13629051	13631708	0.0214204292757161	1	NS	0.0495999473294495	1	NS	0.241260438782625	0.999999979788073	NS	0.413850635827555	1	NS	-0.126043596506467	1	NS	-1.34095067522184	0.439926220313415	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163891	MtrunA17Chr1g0163891			medtr.A17.gnm5.MtrunA17Chr1	+	13736724	13773200	-0.70866273665438	1	NS	-0.138050999018486	1	NS	-0.272326293762817	0.999999979788073	NS	-0.344859529278263	1	NS	0.443403070978012	1	NS	1.55229432350721	0.26536110837761	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163901	MtrunA17Chr1g0163901			medtr.A17.gnm5.MtrunA17Chr1	-	13756090	13761308	-0.4810460386756	1	NS	-0.07458265087199	1	NS	1.12708927973391	0.999999979788073	NS	-0.534617528725831	1	NS	1.3987730322267	1	NS	2.31527766712806	0.18824118323636	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163911	MtrunA17Chr1g0163911			medtr.A17.gnm5.MtrunA17Chr1	-	13768294	13768832	-1.07987622241389	0.919543252815741	NS	0.0844818022633784	1	NS	0.520436607746627	0.999999979788073	NS	0.571607523807287	1	NS	0.900024118040032	1	NS	1.12786604706343	0.760386734949697	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163931	MtrunA17Chr1g0163931			medtr.A17.gnm5.MtrunA17Chr1	+	13783416	13796859	-0.745366079432855	1	NS	0.109487345195534	1	NS	-0.566698837541403	0.999999979788073	NS	0.580398052583079	1	NS	-0.302009774380892	1	NS	-0.239072690636925	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163941	MtrunA17Chr1g0163941			medtr.A17.gnm5.MtrunA17Chr1	+	13796863	13801541	-0.2137325918479	1	NS	-0.189791838599696	1	NS	-0.207244816270572	0.999999979788073	NS	0.761009886978897	1	NS	0.0592070855109578	1	NS	-0.495517502613915	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163951	MtrunA17Chr1g0163951			medtr.A17.gnm5.MtrunA17Chr1	-	13796904	13798551	-0.00708797213915067	1	NS	0.743498907388983	1	NS	0.212291376665841	0.999999979788073	NS	1.14547396410308	0.695301681350314	NS	0.6690171981324	1	NS	0.243446320170286	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163981	MtrunA17Chr1g0163981			medtr.A17.gnm5.MtrunA17Chr1	+	13823000	13827512	2.07761952595783	0.111240718534192	NS	1.66359500199606	0.298000707530927	NS	1.05174412753002	0.999999979788073	NS	0.555838204838286	1	NS	-0.510770150273479	1	NS	0.892702412389587	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0163991	MtrunA17Chr1g0163991			medtr.A17.gnm5.MtrunA17Chr1	+	13827684	13836800	1.58737200526432	0.0758254100465441	NS	1.06293212040954	0.743134594956767	NS	1.45866254061298	0.293682184207961	NS	0.716180981324032	1	NS	-0.0122148354205953	1	NS	0.677531391171617	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164001	MtrunA17Chr1g0164001			medtr.A17.gnm5.MtrunA17Chr1	-	13830175	13830621	1.81716587738726	0.187285206473818	NS	1.8404659250163	0.166177503145545	NS	1.43075324864295	0.780837079447752	NS	1.14529135627974	0.726925399264819	NS	0.0571837143667193	1	NS	1.23484691766674	0.667289394580867	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164011	MtrunA17Chr1g0164011			medtr.A17.gnm5.MtrunA17Chr1	+	13848357	13872856	2.44940332312518	0.016622018135454	UP	2.1312956025671	0.0457271244072469	UP	1.29051317568111	0.897240288782837	NS	1.87430450942885	0.101287122419936	NS	-0.391598010714052	1	NS	0.0927883960633011	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164131	MtrunA17Chr1g0164131			medtr.A17.gnm5.MtrunA17Chr1	-	13973231	13976644	-0.141231542078247	1	NS	-0.100095262207775	1	NS	-0.682837223297896	0.999999979788073	NS	0.0616063225031573	1	NS	0.185246971179788	1	NS	-0.184204889335164	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164141	MtrunA17Chr1g0164141			medtr.A17.gnm5.MtrunA17Chr1	+	13982030	14006939	0.198469505318647	1	NS	0.117029327404203	1	NS	-0.0205764996642574	0.999999979788073	NS	-0.113557827789628	1	NS	-0.195068028593149	1	NS	-0.0577031238455108	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164171	MtrunA17Chr1g0164171			medtr.A17.gnm5.MtrunA17Chr1	-	14010385	14034197	0.537982274166429	1	NS	0.609046334946799	1	NS	0.0859009249722563	0.999999979788073	NS	0.482890629034719	1	NS	-0.0773875432238766	1	NS	0.586219387707954	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164221	MtrunA17Chr1g0164221			medtr.A17.gnm5.MtrunA17Chr1	+	14112336	14116790	-0.285677972604234	1	NS	-0.39200598585122	1	NS	-0.110213252503654	0.999999979788073	NS	-0.708772713323504	1	NS	-0.591936579534786	1	NS	-0.19451743047511	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164231	MtrunA17Chr1g0164231			medtr.A17.gnm5.MtrunA17Chr1	-	14118959	14132112	0.204692690300502	1	NS	0.109912640607552	1	NS	-0.0215914383968945	0.999999979788073	NS	-0.216128352813366	1	NS	-0.227215882577127	1	NS	-0.453284692747838	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164301	MtrunA17Chr1g0164301			medtr.A17.gnm5.MtrunA17Chr1	-	14168089	14170165	0.602266489217446	1	NS	0.30133561255002	1	NS	1.14463261538418	0.993053219920091	NS	-0.319580203370965	1	NS	0.0178799442491751	1	NS	1.09251301743505	0.733400331613319	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164321	MtrunA17Chr1g0164321	MtCYP86B1-1|MtCYP86B18	Cytochrome P450 monooxygenase	medtr.A17.gnm5.MtrunA17Chr1	+	14190347	14193176	-0.69832365214552	1	NS	0.771426085709971	1	NS	-1.63561166039313	0.999999979788073	NS	-3.54155351439567	0.275800366444765	NS	1.9885544757742	0.316799469765791	NS	2.90391033988631	0.0129653212977912	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0164361	MtrunA17Chr1g0164361			medtr.A17.gnm5.MtrunA17Chr1	+	14209292	14212419	-0.117383305806023	1	NS	-0.418922671600274	1	NS	-0.0597037482366168	0.999999979788073	NS	0.0899707558282153	1	NS	0.598632220727691	1	NS	0.011516012837255	1	NS
